

Threshold (S, V) : (2, 10)
The Last V Value is : 23.1879
The Last V Value is : 25.2725
The Last V Value is : 27.1709
The Last V Value is : 28.4143
The Last V Value is : 29.0704
The Last V Value is : 27.5561
The Last V Value is : 27.0494
The Last V Value is : 21.4575
The Last V Value is : 30.9857
The Last V Value is : 29.5239
The Last V Value is : 29.4061
The Last V Value is : 25.605
The Last V Value is : 28.7148
The Last V Value is : 27.6391
The Last V Value is : 26.4356
The Last V Value is : 25.4191
The Last V Value is : 27.0498
The Last V Value is : 24.0862
The Last V Value is : 25.6917
The Last V Value is : 25.6525
The Last V Value is : 29.0841
The Last V Value is : 26.2613
The Last V Value is : 31.834
The Last V Value is : 30.6966
The Last V Value is : 24.2041
The Last V Value is : 24.0521
The Last V Value is : 23.3904
The Last V Value is : 27.5849
The Last V Value is : 27.7946
The Last V Value is : 29.0063
The Last V Value is : 20.4545
The Last V Value is : 30.4464
average final V value : 26.522
total change time : 11.08


Threshold (S, V) : (10, 17)
The Last V Value is : 27.3879
The Last V Value is : 28.4957
The Last V Value is : 22.9079
The Last V Value is : 23.9538
The Last V Value is : 26.5728
The Last V Value is : 26.0029
The Last V Value is : 26.064
The Last V Value is : 29.8699
The Last V Value is : 24.8475
The Last V Value is : 24.6739
The Last V Value is : 25.4336
The Last V Value is : 25.1599
The Last V Value is : 24.5688
The Last V Value is : 25.0097
The Last V Value is : 26.2482
The Last V Value is : 23.0008
The Last V Value is : 27.8597
The Last V Value is : 26.4347
The Last V Value is : 26.3972
The Last V Value is : 28.92
The Last V Value is : 24.901
The Last V Value is : 27.0876
The Last V Value is : 26.4563
The Last V Value is : 25.7688
The Last V Value is : 25.3414
The Last V Value is : 24.7912
The Last V Value is : 26.3877
The Last V Value is : 28.0333
The Last V Value is : 29.6516
The Last V Value is : 28.2282
The Last V Value is : 28.0649
The Last V Value is : 26.3922
The Last V Value is : 23.9836
The Last V Value is : 27.1296
The Last V Value is : 26.712
The Last V Value is : 24.8596
The Last V Value is : 27.0026
The Last V Value is : 25.7073
The Last V Value is : 21.1434
The Last V Value is : 23.5494
The Last V Value is : 27.5206
The Last V Value is : 29.5756
The Last V Value is : 27.2144
The Last V Value is : 26.3709
The Last V Value is : 24.5041
The Last V Value is : 23.3485
The Last V Value is : 23.0569
The Last V Value is : 26.623
The Last V Value is : 29.1472
The Last V Value is : 25.4396
average final V value : 26.076
total change time : 4.34


Threshold (S, V) : (2, 17.5)
The Last V Value is : 29.3107
The Last V Value is : 35.9883
The Last V Value is : 30.5999
The Last V Value is : 30.5393
The Last V Value is : 30.5694
The Last V Value is : 26.5405
The Last V Value is : 32.3724
The Last V Value is : 30.1207
The Last V Value is : 32.3248
The Last V Value is : 28.9181
The Last V Value is : 31.4837
The Last V Value is : 25.6329
The Last V Value is : 32.9569
The Last V Value is : 32.2251
The Last V Value is : 34.2968
The Last V Value is : 32.6378
The Last V Value is : 33.019
The Last V Value is : 27.6021
The Last V Value is : 35.4815
The Last V Value is : 27.9504
The Last V Value is : 32.0055
The Last V Value is : 32.6764
The Last V Value is : 32.6766
The Last V Value is : 28.6109
The Last V Value is : 33.7553
The Last V Value is : 28.6896
The Last V Value is : 33.5576
The Last V Value is : 27.5604
The Last V Value is : 30.2339
The Last V Value is : 31.6125
The Last V Value is : 30.8704
The Last V Value is : 35.0632
The Last V Value is : 31.3746
The Last V Value is : 28.4553
The Last V Value is : 31.4343
The Last V Value is : 27.702
The Last V Value is : 31.1904
The Last V Value is : 27.6315
The Last V Value is : 29.5995
The Last V Value is : 32.6287
The Last V Value is : 35.4545
The Last V Value is : 30.6084
The Last V Value is : 34.7891
The Last V Value is : 27.6419
The Last V Value is : 30.4824
The Last V Value is : 29.3886
The Last V Value is : 30.698
The Last V Value is : 28.7046
The Last V Value is : 29.1314
The Last V Value is : 28.1267
average final V value : 30.8585
total change time : 320.12


Threshold (S, V) : (2.5, 17.5)
The Last V Value is : 32.2914
The Last V Value is : 31.3698
The Last V Value is : 31.8844
The Last V Value is : 27.8937
The Last V Value is : 30.3555
The Last V Value is : 31.7426
The Last V Value is : 34.4892
The Last V Value is : 32.2083
The Last V Value is : 38.0967
The Last V Value is : 30.1177
The Last V Value is : 28.9373
The Last V Value is : 30.1523
The Last V Value is : 23.7114
The Last V Value is : 33.1445
The Last V Value is : 28.5412
The Last V Value is : 29.2985
The Last V Value is : 31.3595
The Last V Value is : 30.5063
The Last V Value is : 31.7399
The Last V Value is : 26.0954
The Last V Value is : 30.1707
The Last V Value is : 27.9147
The Last V Value is : 32.9502
The Last V Value is : 30.9082
The Last V Value is : 33.5539
The Last V Value is : 30.5163
The Last V Value is : 33.9043
The Last V Value is : 32.2981
The Last V Value is : 27.701
The Last V Value is : 29.4047
The Last V Value is : 27.9907
The Last V Value is : 28.119
The Last V Value is : 29.0355
The Last V Value is : 30.6051
The Last V Value is : 32.3039
The Last V Value is : 33.5564
The Last V Value is : 29.9668
The Last V Value is : 31.1005
The Last V Value is : 34.391
The Last V Value is : 29.6608
The Last V Value is : 29.5486
The Last V Value is : 31.4387
The Last V Value is : 30.5273
The Last V Value is : 31.9115
The Last V Value is : 31.5919
The Last V Value is : 30.4448
The Last V Value is : 34.8224
The Last V Value is : 30.8315
The Last V Value is : 29.1446
The Last V Value is : 27.423
average final V value : 30.7534
total change time : 308.56


Threshold (S, V) : (3, 17.5)
The Last V Value is : 31.4443
The Last V Value is : 28.5764
The Last V Value is : 30.3306
The Last V Value is : 27.4845
The Last V Value is : 29.1814
The Last V Value is : 31.7023
The Last V Value is : 30.9479
The Last V Value is : 33.7218
The Last V Value is : 28.1936
The Last V Value is : 29.8812
The Last V Value is : 31.7094
The Last V Value is : 32.5315
The Last V Value is : 25.7644
The Last V Value is : 30.4504
The Last V Value is : 29.8795
The Last V Value is : 34.881
The Last V Value is : 29.1962
The Last V Value is : 33.554
The Last V Value is : 32.8192
The Last V Value is : 31.1253
The Last V Value is : 28.7379
The Last V Value is : 30.2261
The Last V Value is : 32.6054
The Last V Value is : 28.1547
The Last V Value is : 30.9618
The Last V Value is : 27.0753
The Last V Value is : 31.2847
The Last V Value is : 29.2594
The Last V Value is : 33.8027
The Last V Value is : 30.733
The Last V Value is : 31.3481
The Last V Value is : 29.829
The Last V Value is : 23.8823
The Last V Value is : 35.9365
The Last V Value is : 27.9082
The Last V Value is : 33.8066
The Last V Value is : 30.932
The Last V Value is : 26.6414
The Last V Value is : 34.1833
The Last V Value is : 29.9324
The Last V Value is : 29.1413
The Last V Value is : 26.5341
The Last V Value is : 31.5408
The Last V Value is : 31.4304
The Last V Value is : 30.3081
The Last V Value is : 30.6084
The Last V Value is : 28.8083
The Last V Value is : 34.0049
The Last V Value is : 34.3325
The Last V Value is : 27.6842
average final V value : 30.5002
total change time : 208.9


Threshold (S, V) : (3.5, 17.5)
The Last V Value is : 26.4668
The Last V Value is : 26.372
The Last V Value is : 27.8751
The Last V Value is : 34.9889
The Last V Value is : 28.3074
The Last V Value is : 28.2485
The Last V Value is : 26.4508
The Last V Value is : 30.0656
The Last V Value is : 32.8077
The Last V Value is : 33.0088
The Last V Value is : 29.3743
The Last V Value is : 28.9622
The Last V Value is : 26.734
The Last V Value is : 30.1483
The Last V Value is : 32.9311
The Last V Value is : 28.4045
The Last V Value is : 26.2102
The Last V Value is : 33.2011
The Last V Value is : 28.8224
The Last V Value is : 29.0464
The Last V Value is : 30.3133
The Last V Value is : 31.563
The Last V Value is : 27.7746
The Last V Value is : 27.7183
The Last V Value is : 32.1114
The Last V Value is : 32.7115
The Last V Value is : 32.4145
The Last V Value is : 28.7526
The Last V Value is : 29.62
The Last V Value is : 29.3515
The Last V Value is : 30.8657
The Last V Value is : 29.9879
The Last V Value is : 31.1545
The Last V Value is : 27.9017
The Last V Value is : 28.1753
The Last V Value is : 23.6624
The Last V Value is : 26.1993
The Last V Value is : 29.8841
The Last V Value is : 27.2066
The Last V Value is : 29.5541
The Last V Value is : 26.5778
The Last V Value is : 32.7907
The Last V Value is : 26.9069
The Last V Value is : 26.8913
The Last V Value is : 28.0705
The Last V Value is : 33.3254
The Last V Value is : 31.223
The Last V Value is : 33.8433
The Last V Value is : 24.0445
The Last V Value is : 29.8274
average final V value : 29.377
total change time : 205.8


Threshold (S, V) : (4, 17.5)
The Last V Value is : 33.8883
The Last V Value is : 24.133
The Last V Value is : 24.8541
The Last V Value is : 28.3807
The Last V Value is : 28.4298
The Last V Value is : 34.6749
The Last V Value is : 32.8287
The Last V Value is : 29.9934
The Last V Value is : 23.5315
The Last V Value is : 30.7986
The Last V Value is : 29.8307
The Last V Value is : 28.1262
The Last V Value is : 31.6116
The Last V Value is : 28.6572
The Last V Value is : 21.5893
The Last V Value is : 31.0784
The Last V Value is : 27.3977
The Last V Value is : 28.9141
The Last V Value is : 35.5789
The Last V Value is : 28.3436
The Last V Value is : 31.3303
The Last V Value is : 26.8344
The Last V Value is : 24.117
The Last V Value is : 28.5863
The Last V Value is : 34.4236
The Last V Value is : 28.6012
The Last V Value is : 29.4019
The Last V Value is : 28.5161
The Last V Value is : 30.1727
The Last V Value is : 30.6794
The Last V Value is : 30.4336
The Last V Value is : 31.8251
The Last V Value is : 29.9208
The Last V Value is : 28.5797
The Last V Value is : 28.8529
The Last V Value is : 28.7755
The Last V Value is : 29.89
The Last V Value is : 34.5684
The Last V Value is : 33.1771
The Last V Value is : 30.4936
The Last V Value is : 29.5045
The Last V Value is : 28.1153
The Last V Value is : 31.5353
The Last V Value is : 27.6482
The Last V Value is : 28.62
The Last V Value is : 25.5933
The Last V Value is : 33.357
The Last V Value is : 31.8912
The Last V Value is : 32.0636
The Last V Value is : 24.0771
average final V value : 29.4845
total change time : 178.9


Threshold (S, V) : (4.5, 17.5)
The Last V Value is : 28.8379
The Last V Value is : 27.3036
The Last V Value is : 29.4983
The Last V Value is : 32.9026
The Last V Value is : 27.028
The Last V Value is : 31.765
The Last V Value is : 28.6012
The Last V Value is : 30.4609
The Last V Value is : 19.005
The Last V Value is : 30.7914
The Last V Value is : 29.6638
The Last V Value is : 32.8569
The Last V Value is : 27.7334
The Last V Value is : 27.3626
The Last V Value is : 27.187
The Last V Value is : 27.0735
The Last V Value is : 33.0946
The Last V Value is : 32.598
The Last V Value is : 26.433
The Last V Value is : 26.1452
The Last V Value is : 28.4511
The Last V Value is : 29.7849
The Last V Value is : 24.5098
The Last V Value is : 25.368
The Last V Value is : 27.0808
The Last V Value is : 24.0844
The Last V Value is : 29.9708
The Last V Value is : 27.7745
The Last V Value is : 26.8795
The Last V Value is : 25.112
The Last V Value is : 30.1579
The Last V Value is : 32.7375
The Last V Value is : 31.7372
The Last V Value is : 29.7707
The Last V Value is : 33.6578
The Last V Value is : 32.3945
The Last V Value is : 25.6688
The Last V Value is : 31.3574
The Last V Value is : 29.0215
The Last V Value is : 26.673
The Last V Value is : 27.1903
The Last V Value is : 26.8189
The Last V Value is : 31.6494
The Last V Value is : 26.604
The Last V Value is : 29.599
The Last V Value is : 29.0096
The Last V Value is : 30.8673
The Last V Value is : 29.2577
The Last V Value is : 27.5691
The Last V Value is : 30.9642
average final V value : 28.7613
total change time : 136.8


Threshold (S, V) : (5, 17.5)
The Last V Value is : 25.2852
The Last V Value is : 27.5804
The Last V Value is : 25.0468
The Last V Value is : 27.4178
The Last V Value is : 26.8349
The Last V Value is : 28.61
The Last V Value is : 27.6692
The Last V Value is : 26.9464
The Last V Value is : 26.0793
The Last V Value is : 29.3132
The Last V Value is : 28.8069
The Last V Value is : 19.2804
The Last V Value is : 17.9679
The Last V Value is : 33.8644
The Last V Value is : 29.0484
The Last V Value is : 28.1597
The Last V Value is : 28.2256
The Last V Value is : 29.3209
The Last V Value is : 25.3251
The Last V Value is : 27.7621
The Last V Value is : 27.4891
The Last V Value is : 29.1756
The Last V Value is : 27.0337
The Last V Value is : 30.0195
The Last V Value is : 25.2001
The Last V Value is : 29.3261
The Last V Value is : 33.4192
The Last V Value is : 32.1558
The Last V Value is : 33.8881
The Last V Value is : 25.688
The Last V Value is : 31.1418
The Last V Value is : 30.5401
The Last V Value is : 27.6907
The Last V Value is : 25.2342
The Last V Value is : 30.3578
The Last V Value is : 27.5029
The Last V Value is : 25.6405
The Last V Value is : 30.5538
The Last V Value is : 28.6528
The Last V Value is : 28.8587
The Last V Value is : 24.8617
The Last V Value is : 30.4209
The Last V Value is : 28.9848
The Last V Value is : 23.3657
The Last V Value is : 27.3518
The Last V Value is : 30.2587
The Last V Value is : 30.2878
The Last V Value is : 30.9221
The Last V Value is : 30.4525
The Last V Value is : 27.1552
average final V value : 28.0435
total change time : 140.52


Threshold (S, V) : (5.5, 17.5)
The Last V Value is : 32.2748
The Last V Value is : 30.5659
The Last V Value is : 27.423
The Last V Value is : 31.8296
The Last V Value is : 31.3624
The Last V Value is : 35.3977
The Last V Value is : 24.9195
The Last V Value is : 24.9358
The Last V Value is : 30.0705
The Last V Value is : 31.7878
The Last V Value is : 31.2488
The Last V Value is : 35.769
The Last V Value is : 28.9393
The Last V Value is : 28.0743
The Last V Value is : 26.8764
The Last V Value is : 27.2166
The Last V Value is : 28.9878
The Last V Value is : 32.9248
The Last V Value is : 31.5222
The Last V Value is : 33.9599
The Last V Value is : 30.6421
The Last V Value is : 27.8137
The Last V Value is : 26.1004
The Last V Value is : 28.6138
The Last V Value is : 24.0464
The Last V Value is : 32.9414
The Last V Value is : 26.6813
The Last V Value is : 23.955
The Last V Value is : 23.8085
The Last V Value is : 23.3182
The Last V Value is : 23.9551
The Last V Value is : 27.6582
The Last V Value is : 25.1222
The Last V Value is : 29.807
The Last V Value is : 27.4039
The Last V Value is : 32.2056
The Last V Value is : 25.7928
The Last V Value is : 29.0336
The Last V Value is : 30.2118
The Last V Value is : 31.7662
The Last V Value is : 31.5328
The Last V Value is : 26.525
The Last V Value is : 28.4921
The Last V Value is : 31.7412
The Last V Value is : 27.2459
The Last V Value is : 29.5902
The Last V Value is : 20.9693
The Last V Value is : 22.4464
The Last V Value is : 26.8969
The Last V Value is : 29.5871
average final V value : 28.6398
total change time : 107.72


Threshold (S, V) : (6, 17.5)
The Last V Value is : 31.9376
The Last V Value is : 30.8941
The Last V Value is : 27.5887
The Last V Value is : 25.6832
The Last V Value is : 29.313
The Last V Value is : 23.0859
The Last V Value is : 33.0451
The Last V Value is : 33.6288
The Last V Value is : 23.8409
The Last V Value is : 29.7869
The Last V Value is : 26.5856
The Last V Value is : 26.3835
The Last V Value is : 26.7858
The Last V Value is : 29.8989
The Last V Value is : 34.1586
The Last V Value is : 25.5279
The Last V Value is : 32.3486
The Last V Value is : 28.6889
The Last V Value is : 23.3604
The Last V Value is : 25.8395
The Last V Value is : 17.8224
The Last V Value is : 21.648
The Last V Value is : 29.6801
The Last V Value is : 29.4117
The Last V Value is : 27.6236
The Last V Value is : 27.6209
The Last V Value is : 35.4474
The Last V Value is : 26.1934
The Last V Value is : 30.7068
The Last V Value is : 29.2594
The Last V Value is : 30.2021
The Last V Value is : 23.2201
The Last V Value is : 30.1029
The Last V Value is : 30.5723
The Last V Value is : 29.5752
The Last V Value is : 30.0469
The Last V Value is : 27.0256
The Last V Value is : 24.1242
The Last V Value is : 24.1175
The Last V Value is : 25.9007
The Last V Value is : 27.0297
The Last V Value is : 31.1396
The Last V Value is : 28.9364
The Last V Value is : 30.595
The Last V Value is : 30.9617
The Last V Value is : 28.1237
The Last V Value is : 29.5632
The Last V Value is : 29.6588
The Last V Value is : 26.2233
The Last V Value is : 26.8647
average final V value : 28.1556
total change time : 77.4


Threshold (S, V) : (6.5, 17.5)
The Last V Value is : 32.5916
The Last V Value is : 27.6027
The Last V Value is : 24.4511
The Last V Value is : 25.1304
The Last V Value is : 21.3633
The Last V Value is : 27.5243
The Last V Value is : 24.2293
The Last V Value is : 30.7275
The Last V Value is : 27.0865
The Last V Value is : 34.5575
The Last V Value is : 30.0027
The Last V Value is : 25.7398
The Last V Value is : 24.6826
The Last V Value is : 33.454
The Last V Value is : 30.4055
The Last V Value is : 31.8008
The Last V Value is : 26.2454
The Last V Value is : 34.1448
The Last V Value is : 22.6225
The Last V Value is : 29.9725
The Last V Value is : 23.74
The Last V Value is : 27.7654
The Last V Value is : 23.4873
The Last V Value is : 28.3823
The Last V Value is : 20.5448
The Last V Value is : 30.0986
The Last V Value is : 27.4532
The Last V Value is : 28.976
The Last V Value is : 22.6137
The Last V Value is : 23.3831
The Last V Value is : 28.6547
The Last V Value is : 31.9808
The Last V Value is : 29.4842
The Last V Value is : 29.8496
The Last V Value is : 27.6163
The Last V Value is : 32.7452
The Last V Value is : 26.0097
The Last V Value is : 27.5382
The Last V Value is : 23.4121
The Last V Value is : 22.842
The Last V Value is : 27.2874
The Last V Value is : 27.1455
The Last V Value is : 28.3028
The Last V Value is : 29.4755
The Last V Value is : 26.5477
The Last V Value is : 23.9675
The Last V Value is : 30.5161
The Last V Value is : 26.6961
The Last V Value is : 26.7167
The Last V Value is : 29.9517
average final V value : 27.5504
total change time : 63.64


Threshold (S, V) : (7, 17.5)
The Last V Value is : 27.5914
The Last V Value is : 29.2807
The Last V Value is : 26.6174
The Last V Value is : 29.724
The Last V Value is : 16.2546
The Last V Value is : 21.2715
The Last V Value is : 26.7832
The Last V Value is : 34.7429
The Last V Value is : 24.7249
The Last V Value is : 25.0101
The Last V Value is : 27.0312
The Last V Value is : 27.8384
The Last V Value is : 24.3747
The Last V Value is : 28.4157
The Last V Value is : 27.9425
The Last V Value is : 28.0271
The Last V Value is : 23.1141
The Last V Value is : 20.3844
The Last V Value is : 26.3761
The Last V Value is : 23.5939
The Last V Value is : 25.6806
The Last V Value is : 26.4721
The Last V Value is : 28.0751
The Last V Value is : 29.9276
The Last V Value is : 29.7259
The Last V Value is : 34.5079
The Last V Value is : 30.9989
The Last V Value is : 28.3495
The Last V Value is : 30.6806
The Last V Value is : 28.535
The Last V Value is : 23.4127
The Last V Value is : 29.2188
The Last V Value is : 32.5508
The Last V Value is : 31.8854
The Last V Value is : 29.0849
The Last V Value is : 27.491
The Last V Value is : 30.4896
The Last V Value is : 28.2277
The Last V Value is : 31.3928
The Last V Value is : 28.1502
The Last V Value is : 32.3249
The Last V Value is : 23.7975
The Last V Value is : 30.668
The Last V Value is : 24.4722
The Last V Value is : 23.2773
The Last V Value is : 27.4434
The Last V Value is : 29.8367
The Last V Value is : 29.5479
The Last V Value is : 26.116
The Last V Value is : 22.5644
average final V value : 27.4801
total change time : 67.38


Threshold (S, V) : (7.5, 17.5)
The Last V Value is : 31.8198
The Last V Value is : 20.4178
The Last V Value is : 26.9979
The Last V Value is : 19.1497
The Last V Value is : 23.0386
The Last V Value is : 24.0786
The Last V Value is : 25.9606
The Last V Value is : 21.046
The Last V Value is : 33.0186
The Last V Value is : 24.4233
The Last V Value is : 30.3463
The Last V Value is : 26.6718
The Last V Value is : 27.3954
The Last V Value is : 30.1325
The Last V Value is : 26.0295
The Last V Value is : 26.2248
The Last V Value is : 22.9207
The Last V Value is : 24.9145
The Last V Value is : 26.7529
The Last V Value is : 28.1057
The Last V Value is : 29.1521
The Last V Value is : 25.5314
The Last V Value is : 28.635
The Last V Value is : 27.2742
The Last V Value is : 30.5699
The Last V Value is : 25.8102
The Last V Value is : 28.7853
The Last V Value is : 19.4336
The Last V Value is : 32.2572
The Last V Value is : 24.1465
The Last V Value is : 30.1295
The Last V Value is : 25.5254
The Last V Value is : 28.9981
The Last V Value is : 26.2771
The Last V Value is : 29.3067
The Last V Value is : 27.1324
The Last V Value is : 29.353
The Last V Value is : 28.9594
The Last V Value is : 24.1984
The Last V Value is : 23.6707
The Last V Value is : 29.838
The Last V Value is : 26.5241
The Last V Value is : 25.2632
The Last V Value is : 33.3396
The Last V Value is : 24.8386
The Last V Value is : 28.4591
The Last V Value is : 30.3298
The Last V Value is : 26.1275
The Last V Value is : 26.4786
The Last V Value is : 30.2557
average final V value : 26.9209
total change time : 33.66


Threshold (S, V) : (8, 17.5)
The Last V Value is : 27.2798
The Last V Value is : 31.1437
The Last V Value is : 25.6632
The Last V Value is : 23.7231
The Last V Value is : 27.9832
The Last V Value is : 29.3757
The Last V Value is : 28.0976
The Last V Value is : 23.0366
The Last V Value is : 27.8591
The Last V Value is : 25.5654
The Last V Value is : 32.4295
The Last V Value is : 29.1566
The Last V Value is : 25.638
The Last V Value is : 27.8413
The Last V Value is : 28.3918
The Last V Value is : 23.3363
The Last V Value is : 25.3984
The Last V Value is : 22.3541
The Last V Value is : 28.1751
The Last V Value is : 27.398
The Last V Value is : 26.2956
The Last V Value is : 24.4526
The Last V Value is : 27.8398
The Last V Value is : 24.3493
The Last V Value is : 34.0008
The Last V Value is : 31.8939
The Last V Value is : 28.7646
The Last V Value is : 32.0491
The Last V Value is : 34.5995
The Last V Value is : 29.3476
The Last V Value is : 25.7667
The Last V Value is : 19.5337
The Last V Value is : 24.1528
The Last V Value is : 35.7046
The Last V Value is : 22.3396
The Last V Value is : 25.49
The Last V Value is : 31.0305
The Last V Value is : 25.3193
The Last V Value is : 27.7924
The Last V Value is : 26.0129
The Last V Value is : 25.4059
The Last V Value is : 26.3564
The Last V Value is : 21.9712
The Last V Value is : 27.278
The Last V Value is : 26.1715
The Last V Value is : 26.1156
The Last V Value is : 26.3927
The Last V Value is : 22.5798
The Last V Value is : 27.572
The Last V Value is : 22.0626
average final V value : 26.9698
total change time : 37.74


Threshold (S, V) : (8.5, 17.5)
The Last V Value is : 28.3781
The Last V Value is : 26.6776
The Last V Value is : 24.3039
The Last V Value is : 18.3618
The Last V Value is : 27.6824
The Last V Value is : 23.5892
The Last V Value is : 19.6601
The Last V Value is : 30.4239
The Last V Value is : 21.5536
The Last V Value is : 29.2594
The Last V Value is : 28.6414
The Last V Value is : 30.9109
The Last V Value is : 21.4242
The Last V Value is : 26.1812
The Last V Value is : 26.879
The Last V Value is : 29.6167
The Last V Value is : 28.0786
The Last V Value is : 26.3138
The Last V Value is : 28.1582
The Last V Value is : 34.2886
The Last V Value is : 27.5018
The Last V Value is : 27.1284
The Last V Value is : 27.128
The Last V Value is : 28.0704
The Last V Value is : 30.3262
The Last V Value is : 24.1629
The Last V Value is : 24.4254
The Last V Value is : 27.4431
The Last V Value is : 23.5631
The Last V Value is : 21.425
The Last V Value is : 32.2618
The Last V Value is : 29.0904
The Last V Value is : 30.1204
The Last V Value is : 25.3224
The Last V Value is : 31.5063
The Last V Value is : 25.9691
The Last V Value is : 29.363
The Last V Value is : 27.5124
The Last V Value is : 26.2622
The Last V Value is : 28.0492
The Last V Value is : 27.8309
The Last V Value is : 24.6664
The Last V Value is : 28.5273
The Last V Value is : 31.8291
The Last V Value is : 27.4713
The Last V Value is : 25.5481
The Last V Value is : 29.028
The Last V Value is : 23.7013
The Last V Value is : 29.2393
The Last V Value is : 23.7106
average final V value : 26.9713
total change time : 30.56


Threshold (S, V) : (9, 17.5)
The Last V Value is : 28.8983
The Last V Value is : 27.5715
The Last V Value is : 22.6688
The Last V Value is : 31.3278
The Last V Value is : 24.4185
The Last V Value is : 26.4678
The Last V Value is : 27.7382
The Last V Value is : 28.0355
The Last V Value is : 30.8565
The Last V Value is : 28.7389
The Last V Value is : 25.7245
The Last V Value is : 25.1943
The Last V Value is : 27.3039
The Last V Value is : 29.7987
The Last V Value is : 27.2077
The Last V Value is : 28.8464
The Last V Value is : 26.2449
The Last V Value is : 26.4709
The Last V Value is : 24.4196
The Last V Value is : 21.198
The Last V Value is : 27.7372
The Last V Value is : 24.0105
The Last V Value is : 21.393
The Last V Value is : 25.0361
The Last V Value is : 30.1637
The Last V Value is : 19.8307
The Last V Value is : 22.144
The Last V Value is : 21.8095
The Last V Value is : 29.5654
The Last V Value is : 29.1212
The Last V Value is : 31.7607
The Last V Value is : 22.2103
The Last V Value is : 25.0629
The Last V Value is : 31.6386
The Last V Value is : 22.8628
The Last V Value is : 23.8164
The Last V Value is : 28.873
The Last V Value is : 30.1676
The Last V Value is : 25.6734
The Last V Value is : 23.6972
The Last V Value is : 23.543
The Last V Value is : 28.8807
The Last V Value is : 24.4625
The Last V Value is : 19.8219
The Last V Value is : 28.8172
The Last V Value is : 26.2356
The Last V Value is : 28.613
The Last V Value is : 25.8658
The Last V Value is : 25.5936
The Last V Value is : 27.6262
average final V value : 26.3033
total change time : 10.34


Threshold (S, V) : (9.5, 17.5)
The Last V Value is : 29.6702
The Last V Value is : 31.859
The Last V Value is : 26.339
The Last V Value is : 22.4189
The Last V Value is : 26.6363
The Last V Value is : 32.3944
The Last V Value is : 25.5892
The Last V Value is : 31.0973
The Last V Value is : 23.9721
The Last V Value is : 26.4884
The Last V Value is : 25.1964
The Last V Value is : 21.6122
The Last V Value is : 25.0039
The Last V Value is : 29.7766
The Last V Value is : 30.6714
The Last V Value is : 25.3881
The Last V Value is : 27.1812
The Last V Value is : 22.9997
The Last V Value is : 26.9994
The Last V Value is : 26.2652
The Last V Value is : 23.6049
The Last V Value is : 28.9799
The Last V Value is : 25.2033
The Last V Value is : 20.1876
The Last V Value is : 26.0466
The Last V Value is : 23.6934
The Last V Value is : 30.2878
The Last V Value is : 22.8042
The Last V Value is : 26.6262
The Last V Value is : 25.5567
The Last V Value is : 31.9063
The Last V Value is : 26.7534
The Last V Value is : 33.8804
The Last V Value is : 24.4706
The Last V Value is : 25.9923
The Last V Value is : 25.491
The Last V Value is : 29.0713
The Last V Value is : 32.8187
The Last V Value is : 29.8636
The Last V Value is : 23.2026
The Last V Value is : 31.3696
The Last V Value is : 25.8865
The Last V Value is : 29.8192
The Last V Value is : 30.1158
The Last V Value is : 23.0798
The Last V Value is : 23.9136
The Last V Value is : 30.7819
The Last V Value is : 25.8602
The Last V Value is : 27.0508
The Last V Value is : 26.242
average final V value : 26.9624
total change time : 21.3


Threshold (S, V) : (10, 17.5)
The Last V Value is : 28.9007
The Last V Value is : 24.1563
The Last V Value is : 27.9323
The Last V Value is : 27.6838
The Last V Value is : 22.6896
The Last V Value is : 26.9531
The Last V Value is : 28.8672
The Last V Value is : 22.5491
The Last V Value is : 25.6434
The Last V Value is : 29.7619
The Last V Value is : 25.0492
The Last V Value is : 30.41
The Last V Value is : 25.5341
The Last V Value is : 29.7838
The Last V Value is : 21.8564
The Last V Value is : 30.1708
The Last V Value is : 29.2962
The Last V Value is : 28.3336
The Last V Value is : 23.0418
The Last V Value is : 31.3771
The Last V Value is : 28.7323
The Last V Value is : 25.7595
The Last V Value is : 25.8828
The Last V Value is : 22.1007
The Last V Value is : 30.3973
The Last V Value is : 24.8655
The Last V Value is : 25.3571
The Last V Value is : 31.0593
The Last V Value is : 25.5282
The Last V Value is : 27.73
The Last V Value is : 26.9557
The Last V Value is : 30.7875
The Last V Value is : 23.6896
The Last V Value is : 26.1589
The Last V Value is : 26.071
The Last V Value is : 28.0441
The Last V Value is : 24.0107
The Last V Value is : 31.6895
The Last V Value is : 26.8725
The Last V Value is : 25.5184
The Last V Value is : 29.3097
The Last V Value is : 25.7281
The Last V Value is : 27.7561
The Last V Value is : 26.278
The Last V Value is : 27.9583
The Last V Value is : 28.3483
The Last V Value is : 25.4839
The Last V Value is : 27.883
The Last V Value is : 30.9494
The Last V Value is : 22.0933
average final V value : 26.9798
total change time : 10.46


Threshold (S, V) : (2, 18)
The Last V Value is : 31.3184
The Last V Value is : 32.1024
The Last V Value is : 29.3568
The Last V Value is : 27.1191
The Last V Value is : 31.5771
The Last V Value is : 31.6756
The Last V Value is : 28.4274
The Last V Value is : 27.8254
The Last V Value is : 30.2517
The Last V Value is : 31.5458
The Last V Value is : 27.4259
The Last V Value is : 34.9555
The Last V Value is : 30.5283
The Last V Value is : 28.5642
The Last V Value is : 28.6653
The Last V Value is : 34.4962
